# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
335119.9	2056	1.646075	1.646075
171999.9	4112	2.082459	1.847645
25793.9	6168	2.751825	2.096386
21718.9	8224	2.677996	2.223834
18349.9	10280	2.461279	2.268680
15739.9	12336	2.392739	2.288723
13493.9	14392	2.289600	2.288848
11551.9	16448	2.387150	2.300823
10072.9	18504	2.691203	2.340072
8928.6	20560	2.467116	2.352356
8015.5	22618	2.225705	2.340422
7303.6	24674	2.651865	2.364331
6748.5	26731	2.589878	2.380675
6243.6	28789	2.536082	2.391330
5811.6	30846	2.540448	2.400882
5381.7	32902	2.343089	2.397212
4963.3	34958	2.398347	2.397279
4549.5	37019	2.590592	2.407493
4166.5	39075	2.258320	2.399304
3832.7	41136	2.190402	2.388189
3569.4	43192	2.381579	2.387874
3353.2	45249	2.254747	2.381586
3169.4	47347	2.340764	2.379756
3029.4	49407	2.344156	2.378256
2906.5	51481	2.297297	2.374918
2802.3	53538	2.422629	2.376727
2707.5	55599	2.389803	2.377210
2625.4	57658	2.531732	2.382494
2555.5	59722	2.451505	2.384833
2492.3	61784	2.500849	2.388581
2432.4	63842	2.542169	2.393324
2376.1	65899	2.647163	2.400712
2322.6	67956	2.516239	2.404098
2271.7	70018	2.549053	2.408197
2226.4	72092	2.394435	2.407800
2181.4	74152	2.213729	2.402092
2138.5	76208	2.409619	2.402295
2097.1	78264	2.550950	2.406041
2056.7	80324	2.317230	2.403704
2020.4	82382	2.482234	2.405622
1982.3	84443	2.351220	2.404273
1943.6	86592	2.438400	2.405112
1904.4	88648	2.508532	2.407442
1865.8	90705	2.361111	2.406377
1828.5	92766	2.313505	2.404257
1793.5	94823	2.275478	2.401356
1758.9	96907	2.297468	2.399053
1722.4	98981	2.240625	2.395575
1682.3	101040	2.232339	2.392084
1644.5	103098	2.435726	2.392944
1606.7	105155	2.301766	2.391112
1567.9	107237	2.178626	2.386717
1528.4	109294	2.350163	2.386021
1487.9	111358	2.286624	2.384124
1444.5	113423	2.236677	2.381320
1403.4	115489	2.449082	2.382509
1358.4	117559	2.473154	2.384064
1311.3	119622	2.178737	2.380298
1262.4	121691	2.375204	2.380212
1210.4	123747	2.294872	2.378758
1159.9	125856	2.249615	2.376509
1106.6	127913	2.361111	2.376260
1051.7	129969	2.472973	2.377748
999.2	132027	2.776147	2.383312
941.8	134083	2.472973	2.384652
884.5	136139	2.588133	2.387553
832.9	138196	2.457143	2.388569
780.4	140254	2.500000	2.390153
730.4	142310	2.381579	2.390028
679.7	144369	2.605954	2.392926
629.7	146430	2.440735	2.393590
582.6	148486	2.472973	2.394664
538.2	150546	2.338736	2.393886
497.4	152604	2.390445	2.393840
459.7	154662	2.362745	2.393422
421.8	156863	2.692953	2.397288
386.7	158921	2.464646	2.398144
351.9	160978	2.510239	2.399531
329.4	163120	2.593960	2.401948
296.8	165178	2.368249	2.401524
274.6	167412	2.632520	2.404413
251.7	169478	2.749546	2.408237
231.4	171540	2.579861	2.410202
207.1	173604	2.451505	2.410688
195.8	175664	2.752277	2.414333
170.8	177909	2.391239	2.414039
161.7	180066	2.429253	2.414221
149.4	182123	2.486441	2.415020
124.0	184591	2.437326	2.415316
116.7	186668	2.490756	2.416137
106.7	188749	2.657293	2.418623
87.6	190845	2.540541	2.419916
73.8	193521	2.511811	2.421154
71.8	196560	2.185535	2.417246
71.6	198624	2.492386	2.418010
58.8	200696	2.808824	2.421635
44.6	202762	2.883459	2.425786
32.5	205421	2.729313	2.429399
30.6	205500	2.434783	2.429401
