ind,group,continent,country,state,year,Pop,admix
Pd_58,group2,N_America,USA,Alabama,2015,pop06,0.000368321983842179
Pd_58,group2,N_America,USA,Alabama,2015,pop07,0.000100427612778731
Pd_59,group2,N_America,USA,Washington,2016,pop01,0.96359646320343
Pd_59,group2,N_America,USA,Washington,2016,pop02,0.000100427823781502
Pd_59,group2,N_America,USA,Washington,2016,pop03,0.0348419845104218
Pd_59,group2,N_America,USA,Washington,2016,pop04,0.000100427823781502
Pd_59,group2,N_America,USA,Washington,2016,pop05,0.000888876616954803
Pd_59,group2,N_America,USA,Washington,2016,pop06,0.000371376372640952
Pd_59,group2,N_America,USA,Washington,2016,pop07,0.000100427823781502
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop01,0.246582522988319
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop02,9.94793954305351e-05
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop03,0.752919971942902
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop04,9.94793954305351e-05
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop05,9.94793954305351e-05
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop06,9.94793954305351e-05
Pd_60,Europe,Europe,Hungary,Kislod,2009,pop07,9.94793954305351e-05
Pd_62,group1,N_America,USA,Connecticut,2008,pop01,0.999398708343506
Pd_62,group1,N_America,USA,Connecticut,2008,pop02,0.000100092467619106
Pd_62,group1,N_America,USA,Connecticut,2008,pop03,0.000100748351542279
Pd_62,group1,N_America,USA,Connecticut,2008,pop04,0.000100092467619106
Pd_62,group1,N_America,USA,Connecticut,2008,pop05,0.000100092467619106
Pd_62,group1,N_America,USA,Connecticut,2008,pop06,0.000100092467619106
Pd_62,group1,N_America,USA,Connecticut,2008,pop07,0.000100092467619106
Pd_63,group1,N_America,USA,Tennessee,2010,pop01,0.998401463031769
Pd_63,group1,N_America,USA,Tennessee,2010,pop02,0.000100130673672538
Pd_63,group1,N_America,USA,Tennessee,2010,pop03,0.0010977815836668
Pd_63,group1,N_America,USA,Tennessee,2010,pop04,0.000100130673672538
Pd_63,group1,N_America,USA,Tennessee,2010,pop05,0.000100130673672538
Pd_63,group1,N_America,USA,Tennessee,2010,pop06,0.000100130673672538
Pd_63,group1,N_America,USA,Tennessee,2010,pop07,0.000100130673672538
Pd_64,group1,N_America,USA,Maryland,2010,pop01,0.999399602413177
Pd_64,group1,N_America,USA,Maryland,2010,pop02,0.00010004887735704
Pd_64,group1,N_America,USA,Maryland,2010,pop03,0.00010004887735704
Pd_64,group1,N_America,USA,Maryland,2010,pop04,0.00010004887735704
Pd_64,group1,N_America,USA,Maryland,2010,pop05,0.00010004887735704
Pd_64,group1,N_America,USA,Maryland,2010,pop06,0.00010004887735704
Pd_64,group1,N_America,USA,Maryland,2010,pop07,0.00010004887735704
Pd_65,group1,N_America,USA,New York,2009,pop01,0.998596251010895
Pd_65,group1,N_America,USA,New York,2009,pop02,0.000100128796475474
Pd_65,group1,N_America,USA,New York,2009,pop03,0.000903059204574674
Pd_65,group1,N_America,USA,New York,2009,pop04,0.000100128796475474
Pd_65,group1,N_America,USA,New York,2009,pop05,0.000100128796475474
Pd_65,group1,N_America,USA,New York,2009,pop06,0.000100128796475474
Pd_65,group1,N_America,USA,New York,2009,pop07,0.000100128796475474
Pd_66,group1,N_America,USA,Vermont,2010,pop01,0.998468935489655
Pd_66,group1,N_America,USA,Vermont,2010,pop02,0.000100130462669767
Pd_66,group1,N_America,USA,Vermont,2010,pop03,0.00103038165252656
Pd_66,group1,N_America,USA,Vermont,2010,pop04,0.000100130462669767
Pd_66,group1,N_America,USA,Vermont,2010,pop05,0.000100130462669767
Pd_66,group1,N_America,USA,Vermont,2010,pop06,0.000100130462669767
Pd_66,group1,N_America,USA,Vermont,2010,pop07,0.000100130462669767
Pd_67,group1,N_America,Canada,Ontario,2010,pop01,0.999369859695435
Pd_67,group1,N_America,Canada,Ontario,2010,pop02,0.000100098492112011
Pd_67,group1,N_America,Canada,Ontario,2010,pop03,0.000129569496493787
Pd_67,group1,N_America,Canada,Ontario,2010,pop04,0.000100098492112011
Pd_67,group1,N_America,Canada,Ontario,2010,pop05,0.000100098492112011
Pd_67,group1,N_America,Canada,Ontario,2010,pop06,0.000100098492112011
Pd_67,group1,N_America,Canada,Ontario,2010,pop07,0.000100098492112011
Pd_68,group1,N_America,USA,Tennessee,2010,pop01,0.999400198459625
Pd_68,group1,N_America,USA,Tennessee,2010,pop02,9.99500116449781e-05
Pd_68,group1,N_America,USA,Tennessee,2010,pop03,9.99500116449781e-05
Pd_68,group1,N_America,USA,Tennessee,2010,pop04,9.99500116449781e-05
Pd_68,group1,N_America,USA,Tennessee,2010,pop05,9.99500116449781e-05
Pd_68,group1,N_America,USA,Tennessee,2010,pop06,9.99500116449781e-05
Pd_68,group1,N_America,USA,Tennessee,2010,pop07,9.99500116449781e-05
Pd_70,Asia,Asia,Mongolia,NA,2016,pop01,9.75948132690974e-05
Pd_70,Asia,Asia,Mongolia,NA,2016,pop02,0.000616565346717834
Pd_70,Asia,Asia,Mongolia,NA,2016,pop03,0.975850522518158
Pd_70,Asia,Asia,Mongolia,NA,2016,pop04,0.0179773978888988
Pd_70,Asia,Asia,Mongolia,NA,2016,pop05,0.00526274926960468
Pd_70,Asia,Asia,Mongolia,NA,2016,pop06,9.75948132690974e-05
Pd_70,Asia,Asia,Mongolia,NA,2016,pop07,9.75948132690974e-05
Pd_71,Asia,Asia,Mongolia,NA,2016,pop01,9.76156370597892e-05
Pd_71,Asia,Asia,Mongolia,NA,2016,pop02,9.76156370597892e-05
Pd_71,Asia,Asia,Mongolia,NA,2016,pop03,0.976058781147003
Pd_71,Asia,Asia,Mongolia,NA,2016,pop04,0.0171118918806314
Pd_71,Asia,Asia,Mongolia,NA,2016,pop05,0.00557928299531341
Pd_71,Asia,Asia,Mongolia,NA,2016,pop06,0.000957164098508656
Pd_71,Asia,Asia,Mongolia,NA,2016,pop07,9.76156370597892e-05
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop01,0.999400198459625
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop02,9.99500116449781e-05
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop03,9.99500116449781e-05
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop04,9.99500116449781e-05
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop05,9.99500116449781e-05
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop06,9.99500116449781e-05
Pd_72,group1,N_America,Canada,New Brunswick,2012,pop07,9.99500116449781e-05
Pd_73,group1,N_America,USA,Missouri,2012,pop01,0.999400198459625
Pd_73,group1,N_America,USA,Missouri,2012,pop02,9.99500116449781e-05
Pd_73,group1,N_America,USA,Missouri,2012,pop03,9.99500116449781e-05
Pd_73,group1,N_America,USA,Missouri,2012,pop04,9.99500116449781e-05
Pd_73,group1,N_America,USA,Missouri,2012,pop05,9.99500116449781e-05
Pd_73,group1,N_America,USA,Missouri,2012,pop06,9.99500116449781e-05
Pd_73,group1,N_America,USA,Missouri,2012,pop07,9.99500116449781e-05
Pd_74,group1,N_America,USA,Virginia,2011,pop01,0.999399662017822
Pd_74,group1,N_America,USA,Virginia,2011,pop02,0.000100044409919064
Pd_74,group1,N_America,USA,Virginia,2011,pop03,0.000100044409919064
Pd_74,group1,N_America,USA,Virginia,2011,pop04,0.000100044409919064
Pd_74,group1,N_America,USA,Virginia,2011,pop05,0.000100044409919064
Pd_74,group1,N_America,USA,Virginia,2011,pop06,0.000100044409919064
Pd_74,group1,N_America,USA,Virginia,2011,pop07,0.000100044409919064
Pd_75,group1,N_America,USA,Tennessee,2011,pop01,0.999204039573669
Pd_75,group1,N_America,USA,Tennessee,2011,pop02,0.000100109733466525
Pd_75,group1,N_America,USA,Tennessee,2011,pop03,0.000295312725938857
Pd_75,group1,N_America,USA,Tennessee,2011,pop04,0.000100109733466525
Pd_75,group1,N_America,USA,Tennessee,2011,pop05,0.000100109733466525
Pd_75,group1,N_America,USA,Tennessee,2011,pop06,0.000100109733466525
Pd_75,group1,N_America,USA,Tennessee,2011,pop07,0.000100109733466525
Pd_76,group1,N_America,USA,Indiana,2011,pop01,0.999400198459625
Pd_76,group1,N_America,USA,Indiana,2011,pop02,9.99500116449781e-05
Pd_76,group1,N_America,USA,Indiana,2011,pop03,9.99500116449781e-05
Pd_76,group1,N_America,USA,Indiana,2011,pop04,9.99500116449781e-05
Pd_76,group1,N_America,USA,Indiana,2011,pop05,9.99500116449781e-05
Pd_76,group1,N_America,USA,Indiana,2011,pop06,9.99500116449781e-05
Pd_76,group1,N_America,USA,Indiana,2011,pop07,9.99500116449781e-05
Pd_77,group1,N_America,USA,Indiana,2011,pop01,0.999399363994598
Pd_77,group1,N_America,USA,Indiana,2011,pop02,0.000100091870990582
Pd_77,group1,N_America,USA,Indiana,2011,pop03,0.000100116965768393
Pd_77,group1,N_America,USA,Indiana,2011,pop04,0.000100091870990582
Pd_77,group1,N_America,USA,Indiana,2011,pop05,0.000100091870990582
Pd_77,group1,N_America,USA,Indiana,2011,pop06,0.000100091870990582
Pd_77,group1,N_America,USA,Indiana,2011,pop07,0.000100091870990582
Pd_78,group1,N_America,USA,Deleware,2012,pop01,0.999400198459625
Pd_78,group1,N_America,USA,Deleware,2012,pop02,9.99500116449781e-05
Pd_78,group1,N_America,USA,Deleware,2012,pop03,9.99500116449781e-05
Pd_78,group1,N_America,USA,Deleware,2012,pop04,9.99500116449781e-05
Pd_78,group1,N_America,USA,Deleware,2012,pop05,9.99500116449781e-05
Pd_78,group1,N_America,USA,Deleware,2012,pop06,9.99500116449781e-05
Pd_78,group1,N_America,USA,Deleware,2012,pop07,9.99500116449781e-05
Pd_79,group1,N_America,USA,Maine,2011,pop01,0.999400198459625
Pd_79,group1,N_America,USA,Maine,2011,pop02,9.99500116449781e-05
Pd_79,group1,N_America,USA,Maine,2011,pop03,9.99500116449781e-05
Pd_79,group1,N_America,USA,Maine,2011,pop04,9.99500116449781e-05
Pd_79,group1,N_America,USA,Maine,2011,pop05,9.99500116449781e-05
Pd_79,group1,N_America,USA,Maine,2011,pop06,9.99500116449781e-05
Pd_79,group1,N_America,USA,Maine,2011,pop07,9.99500116449781e-05
Pd_80,Europe,Europe,Ukraine,NA,2011,pop01,0.313903331756592
Pd_80,Europe,Europe,Ukraine,NA,2011,pop02,9.98650575638749e-05
Pd_80,Europe,Europe,Ukraine,NA,2011,pop03,0.68559730052948
Pd_80,Europe,Europe,Ukraine,NA,2011,pop04,9.98650575638749e-05
Pd_80,Europe,Europe,Ukraine,NA,2011,pop05,9.98650575638749e-05
Pd_80,Europe,Europe,Ukraine,NA,2011,pop06,9.98650575638749e-05
Pd_80,Europe,Europe,Ukraine,NA,2011,pop07,9.98650575638749e-05
Pd_81,Europe,Europe,France,Aquitaine,2009,pop01,0.232779547572136
Pd_81,Europe,Europe,France,Aquitaine,2009,pop02,9.95200607576407e-05
Pd_81,Europe,Europe,France,Aquitaine,2009,pop03,0.766722738742828
Pd_81,Europe,Europe,France,Aquitaine,2009,pop04,9.95200607576407e-05
Pd_81,Europe,Europe,France,Aquitaine,2009,pop05,9.95200607576407e-05
Pd_81,Europe,Europe,France,Aquitaine,2009,pop06,9.95200607576407e-05
Pd_81,Europe,Europe,France,Aquitaine,2009,pop07,9.95200607576407e-05
Pd_82,group1,N_America,Canada,Ontario,2014,pop01,0.999400198459625
Pd_82,group1,N_America,Canada,Ontario,2014,pop02,9.99500116449781e-05
Pd_82,group1,N_America,Canada,Ontario,2014,pop03,9.99500116449781e-05
Pd_82,group1,N_America,Canada,Ontario,2014,pop04,9.99500116449781e-05
Pd_82,group1,N_America,Canada,Ontario,2014,pop05,9.99500116449781e-05
Pd_82,group1,N_America,Canada,Ontario,2014,pop06,9.99500116449781e-05
Pd_82,group1,N_America,Canada,Ontario,2014,pop07,9.99500116449781e-05
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop01,0.999400198459625
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop02,9.99500116449781e-05
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop03,9.99500116449781e-05
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop04,9.99500116449781e-05
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop05,9.99500116449781e-05
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop06,9.99500116449781e-05
Pd_83,group1,N_America,Canada,Nova Scotia,2013,pop07,9.99500116449781e-05
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop01,0.999400198459625
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop02,9.99500116449781e-05
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop03,9.99500116449781e-05
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop04,9.99500116449781e-05
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop05,9.99500116449781e-05
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop06,9.99500116449781e-05
Pd_84,group1,N_America,Canada,New Brunswick,2012,pop07,9.99500116449781e-05
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop01,0.999400198459625
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop02,9.99500116449781e-05
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop03,9.99500116449781e-05
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop04,9.99500116449781e-05
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop05,9.99500116449781e-05
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop06,9.99500116449781e-05
Pd_85,group1,N_America,Canada,New Brunswick,2012,pop07,9.99500116449781e-05
